business_status,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,plus_code.compound_code,plus_code.global_code,query_id,input_query_url,input_type,input_result_page,input_timestamp,input_location_lat,input_location_lon,input_radius_m,input_file,opening_hours.open_now,permanently_closed,price_level,duplicated_place
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mike Burnett Restorations,"list(height = 1440, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/109896022316017787594\"">Michael Burnett</a>"", photo_reference = ""AfLeUgN-wweI6JxBZh5j_gUQwM5cIa-yBE_8Ti5WgjSWCcasiMDexSnmb-NP_0WJijxMjNTBzlD3hjK7-pPxJrfXvWVvZsnHThEfP-h1hFWZoRL8gaOwEgAwIJI1gsLaxxLoP5viLIXXhT5dtVH_CmQ02fqIGXw5MMOxzE1SybiZ0K-4UFfS"", width = 2560)",ChIJkzd7ZRBaYogRGXi6WX5y9yc,4.6,ChIJkzd7ZRBaYogRGXi6WX5y9yc,GOOGLE,"car_repair, point_of_interest, establishment",7,"28780 Alabama 53, Ardmore",34.984,-86.8113,34.9855,-86.8096,34.9828,-86.8123,"X5MQ+HF Ardmore, AL, USA",866MX5MQ+HF,eb367b30-4e65-4bfa-8c07-2bf392598bbf,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,2,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0002.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,DRC Chasis Fabrication,list(),ChIJU8BTBuxcYogRF3pVujoP-H8,5,ChIJU8BTBuxcYogRF3pVujoP-H8,GOOGLE,"car_repair, point_of_interest, store, establishment",1,"1684 Carroll Road, Harvest",34.8808,-86.7669,34.8822,-86.7653,34.8795,-86.768,"V6JM+86 Harvest, AL, USA",866MV6JM+86,eb367b30-4e65-4bfa-8c07-2bf392598bbf,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,2,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0002.json,,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rochelle Auto & Truck Repair,"list(height = 314, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/102688280971866977869\"">Rochelle Auto &amp; Truck Repair</a>"", photo_reference = ""AfLeUgMskjvQD2YbolOfSZEWwOQL5B0gwZFvP_HfeqjGkyU2xQ1QsJ-SCWcNt1oKg1OCItOQRHQKs09aAue0f5rv88nhT3UARQ81jlLHSby84GFxWH6fxsn0tTvf5cy7Vn4BpajqxK7eXkExGDV3V5xW675QJbjsxj_UWrtRMC4P4MXknVri"", width = 354)",ChIJ_fA-nh9BYogRQ28qb-mECEs,3.4,ChIJ_fA-nh9BYogRQ28qb-mECEs,GOOGLE,"car_repair, point_of_interest, establishment",10,"1601 Patterson Lane, Toney",34.881,-86.6234,34.8822,-86.6221,34.8795,-86.6248,"V9JG+9J Toney, AL, USA",866MV9JG+9J,eb367b30-4e65-4bfa-8c07-2bf392598bbf,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,2,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0002.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Walmart Auto Care Centers,"list(height = 608, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/102734250954288564429\"">Walmart Auto Care Centers</a>"", photo_reference = ""AfLeUgMs6r6tnD-BBZTxvZ5nwlPCie3rYexi4D3zbRJcI3AEgZTMMoM6VTZmtr5-xyIAwhMgt9JdtM5khKQUwEMfE7GSaG9d-Tms7yYyPXwqkNlrRkMUltC6uYhY5Jn_4bib_JJ4gC-X1Xgm1pvZQvR-jJ2fZ_qVMoT-Ucxz3xJA6V15N5vc"", width = 1080)",ChIJw9yic4Y4YogRwUVK36taQIw,3.7,ChIJw9yic4Y4YogRwUVK36taQIw,GOOGLE,"car_repair, point_of_interest, store, establishment",71,"14595 U.S. 231 431 N, Hazel Green",34.9466,-86.575,34.9477,-86.5732,34.945,-86.5759,"WCWF+JX Hazel Green, AL, USA",866MWCWF+JX,eb367b30-4e65-4bfa-8c07-2bf392598bbf,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,2,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0002.json,FALSE,,1,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Synthetic AMSOIL Dealer,list(),ChIJN6trM2pbYogR3nP6rb4Kdvc,5,ChIJN6trM2pbYogR3nP6rb4Kdvc,GOOGLE,"car_repair, point_of_interest, establishment",1,"28180 Bethel Road, Toney",34.9329,-86.8163,34.9345,-86.815,34.9318,-86.8177,"W5MM+5F Toney, AL, USA",866MW5MM+5F,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tucks Garage,list(),ChIJX9yNGARdYogRsicM2x2ohUE,5,ChIJX9yNGARdYogRsicM2x2ohUE,GOOGLE,"car_repair, point_of_interest, establishment",1,"9417 Wall Triana Highway, Harvest",34.8677,-86.7485,34.869,-86.7474,34.8663,-86.7501,"V792+3J Harvest, AL, USA",866MV792+3J,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Express Oil Change & Tire Engineers,"list(height = 1191, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/111119992620318157462\"">Express Oil Change &amp; Tire Engineers</a>"", photo_reference = ""AfLeUgOO1ayyv2mjD1427LszUpZv9QljtWTxgA5gXeCGYaaL-ZZ3CKc6TanhWRvSE0kUfMr5wZHkRjOvj8yhzwXpPl5cbF30_otXHqsrEE9iUHP50Mq7zkolbIKFTtpVSW9LSWDXI0aTe7uex9Z5C_FIqEKzomZ-R1DFSknz_3Ne0hDBBSxw"", width = 2120)",ChIJf3BKJYc5YogRlLt8Mc1vGgo,4.9,ChIJf3BKJYc5YogRlLt8Mc1vGgo,GOOGLE,"car_repair, store, point_of_interest, establishment",118,"14519 U.S. 231 431 N, Hazel Green",34.9424,-86.5723,34.9438,-86.5707,34.9411,-86.5734,"WCRH+X3 Hazel Green, AL, USA",866MWCRH+X3,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LadyReeseDetail,"list(height = 1080, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/106006373761975879678\"">LadyReeseDetail</a>"", photo_reference = ""AfLeUgMPzzCnUBfhrh5CxXdPYrhvVmceJacWTqMIIRz8-siSulkQGZfscsRJYaF1cCH8gWMFnLNVxKJo2ZMp6d6MF4LzdAbIv_cTmf3UtJdIqZtHpAIjZaZpGIRDIPnhALbq0I8cFx4kavn4gqsJm0XvY9sMs_FnCW4VWlfsqINrPIZ2INm3"", width = 1080)",ChIJMy6I_SJDYogRsd4ZkjmHv1o,,ChIJMy6I_SJDYogRsd4ZkjmHv1o,GOOGLE,"car_repair, point_of_interest, establishment",,"6333, Harvest",34.8584,-86.722,34.8597,-86.7206,34.857,-86.7233,"V75H+86 Harvest, AL, USA",866MV75H+86,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,R&J auto recycling and parts,list(),ChIJoWRxFaVbYogR-T6kVQTNhvg,,ChIJoWRxFaVbYogR-T6kVQTNhvg,GOOGLE,"car_repair, store, point_of_interest, establishment",,"25902 Alabama 251, Toney",34.9327,-86.8197,34.9341,-86.8182,34.9314,-86.8209,"W5MJ+34 Toney, AL, USA",866MW5MJ+34,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dennis' One Stop Auto Shop,"list(height = 603, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/109999657419468238239\"">J C</a>"", photo_reference = ""AfLeUgPzydWoNLiaInJ0ZQ8b_Tv3ob_dlydZpG-kyirGKd6zxUGZEJn-iNLmHcGFxb1qbQ35c__nyNpA4ABMaSC3odyLpI3m_N4vyqLNsVRb6ORh69hbirmeQnQCI5FcKpyVA90sITMpmJv12T3e70O0TAaZeYMZWg-U2nV3Eq_DpVyOgnmZ"", width = 750)",ChIJvbRhGRA4YogRT5Z5qPsseo0,4.8,ChIJvbRhGRA4YogRT5Z5qPsseo0,GOOGLE,"car_repair, point_of_interest, establishment",55,"15687 U.S. 231, Hazel Green",34.9784,-86.5701,34.9798,-86.5688,34.9771,-86.5715,"XCHH+8X Hazel Green, AL, USA",866MXCHH+8X,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buck's Auto & Truck,"list(height = 2560, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/100281590622593696062\"">Thomas Jean</a>"", photo_reference = ""AfLeUgOAJuSPRxM8ZzQaUPhW5fZ48BbdtkIA2WxA1FRQKjDVkW3w91Rx544Oj5P2htezBxdWekWjNu47VDd7QzKlvlrjwq3mOgQzMR2Tbgro6sWkrri1GaqidshjcfmYrxUBn9GSvZsS7EWzB1LqVh_qTvOMM0J3cg3uTZjLxCn5QsJlHRJr"", width = 1440)",ChIJryawx0c_YogRZ7VpWbgHVwk,4.5,ChIJryawx0c_YogRZ7VpWbgHVwk,GOOGLE,"car_repair, point_of_interest, establishment",32,"15621 U.S. 231, Hazel Green",34.9764,-86.5697,34.9778,-86.5681,34.9751,-86.5708,"XCGJ+H4 Hazel Green, AL, USA",866MXCGJ+H4,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,O'Reilly Auto Parts,"list(height = 4032, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/117479760718674038928\"">James Williams</a>"", photo_reference = ""AfLeUgM2UD5fdyCUyy_7PW6U4ZQ8KM0AdimJ4bkVZMeJQCLtrA9ZhiOxuG5xPAomdBMNmpRby18bVDibtebfO2vb8qcLE4YqyTgmts2hoE_vpX-i9Nr0vf-Iaa73AZXktqwLoOPGFmdn9ulMMuLyEidtlkWap1dloGnEQOLwXa1aKYdofLMG"", width = 3024)",ChIJb3TsNZo4YogR0cqPu9M9uUc,4.2,ChIJb3TsNZo4YogR0cqPu9M9uUc,GOOGLE,"car_repair, electronics_store, store, point_of_interest, establishment",148,"14187 U.S. 231, Hazel Green",34.9313,-86.5724,34.9327,-86.5709,34.93,-86.5736,"WCJH+G3 Hazel Green, AL, USA",866MWCJH+G3,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,H & L Custom Cycle,"list(height = 539, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/101597720337024818852\"">H &amp; L Custom Cycle</a>"", photo_reference = ""AfLeUgNwkXaVuN1G8iLFgMVfjHS0P9U8YZ-HFBohbcQCqQ9X0bMcVnxJb583BhGedGp86U4r6KaYx8AVXKCHV069ESeVeV1Oha9snjTqST-ke-iMWknCPruxv8Qx9UtsyYCclFC63ODai1wEdHmNpjZ29rsSTy36rEp5Jv2Z1NuZyeLRS7Os"", width = 720)",ChIJcVUCTxA4YogRLsHhkUqRKhw,4.6,ChIJcVUCTxA4YogRLsHhkUqRKhw,GOOGLE,"car_repair, store, point_of_interest, establishment",77,"15646 U.S. 231, Hazel Green",34.9773,-86.5686,34.9786,-86.5674,34.9759,-86.5701,"XCGJ+WG Hazel Green, AL, USA",866MXCGJ+WG,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eddy’s tires,"list(height = 3024, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/115573881705304695200\"">Eddy’s tires</a>"", photo_reference = ""AfLeUgNOpoW86peolPxI1grv9k8Blyc-1_HCROsPHHhNfnPwKc6Rc_ffAbsUjwxLZ6iBm5s6TyIwK7U7gPscb44kqEGX1ddoyjt-OTZOkoL3Bkg9F81nBfb4nOVSyJ9SqqOcjBLlobr71wiWnStQo9WIF117Fh0B_vLMcVlCaEjb4tsBQ0Yq"", width = 4032)",ChIJ9fAeWMc5YogRYoUov6JnIng,,ChIJ9fAeWMc5YogRYoUov6JnIng,GOOGLE,"car_repair, point_of_interest, establishment",,"14178 U.S. 231, Hazel Green",34.9311,-86.5713,34.9325,-86.5702,34.9298,-86.5729,"WCJH+CF Hazel Green, AL, USA",866MWCJH+CF,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dependable Automotive & Paint,"list(height = 4160, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/105804476630149485966\"">Rachel Watson</a>"", photo_reference = ""AfLeUgPdj0xUb5THNspBGAmBQpi4jqPKO4XkOZBvlMl5wk03caOpAxGLplso8zBcYieseXpdfwYIUL17Bi5q-JK7ely47z8d-rtKpXWoArNXrRZdeEzrDihizWbAbxJu6fs-j3Q3loxC4HBKg1pxCfFJIY79fKSRZQU8McRQbN2eTjsxUa3S"", width = 3120)",ChIJa5Edbro5YogRuzm1yqBgDt4,5,ChIJa5Edbro5YogRuzm1yqBgDt4,GOOGLE,"car_repair, point_of_interest, establishment",6,"14178 U.S. 231, Hazel Green",34.9311,-86.5713,34.9325,-86.5702,34.9298,-86.5729,"WCJH+CF Hazel Green, AL, USA",866MWCJH+CF,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Outdoor Cover Warehouse,"list(height = 1000, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/113948351571639597404\"">Outdoor Cover Warehouse</a>"", photo_reference = ""AfLeUgOjxUHSy_QzjvqvfkPJJLqu10AacV80b9mvQWxibg6t7QlbH2h1krbueY1fqfUpZJtB7OstOCoQ66xAjlebZHG0r1L6XujptoKgj8hTbl7mYshKQHRS8ThC1XM9AElb3DvhcenArGgBqCaO03dYIstQ9Y4R2EEzC_1Iztxjp-XVqzdK"", width = 1000)",ChIJ33JtVps5YogRByGmkNGnDvs,,ChIJ33JtVps5YogRByGmkNGnDvs,GOOGLE,"furniture_store, car_repair, home_goods_store, store, point_of_interest, establishment",,"15904 U.S. 231, Hazel Green",34.9854,-86.5694,34.9867,-86.5683,34.984,-86.571,"XCPJ+57 Hazel Green, AL, USA",866MXCPJ+57,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AMP Solutions LLC,"list(height = 608, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/112491802756215569088\"">Kat Kilgore</a>"", photo_reference = ""AfLeUgMb-nW2bLKZO0BusUsFsSlPOJbnOvffXOKjLB1LpeonmCSFwMZ7cUKgPw4SXiZJ5Bf3pwphJImZxWkRgo100J9M027o0J3-OVSdH-dwPQuCMxBeM6hU1r4j0nzRmQ3K3qpxKow3U0KnbI1rbrMMUAh6W2JZfwQDkylNw49JoGNkVfOP"", width = 1080)",ChIJ72N2KQhDYogRZU4GU9byYI4,5,ChIJ72N2KQhDYogRZU4GU9byYI4,GOOGLE,"car_repair, point_of_interest, establishment",16,"6205a Alabama 53, Harvest",34.8551,-86.7209,34.8564,-86.7196,34.8537,-86.7223,"V74H+2J Harvest, AL, USA",866MV74H+2J,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tennessee Valley Auto,"list(height = 863, html_attributions = ""<a href=\""https://maps.google.com/maps/contrib/108608785147228743030\"">Tennessee Valley Auto</a>"", photo_reference = ""AfLeUgP6hsjcZpA2V0mf4-4a52Dtzw4oYTPGo937BeWbzc8hXfM5-7thGgr4ZNB8exTUsPQZrsfBzlux6LJvKUaEjvkqX3uEYMO9hpZCqaQPh-0x5Q0bHIDySyiVazkAIQquBaBBxblAVdArzyE0dkpcFrc00p9ssYi2xKi1y8o9NXTwUvFa"", width = 1170)",ChIJPx2VlidZYogRpZLD2jqaCkI,5,ChIJPx2VlidZYogRpZLD2jqaCkI,GOOGLE,"car_repair, point_of_interest, establishment",5,"28115 Alabama 251, Ardmore",34.9629,-86.8276,34.9643,-86.8261,34.9616,-86.8288,"X57C+5X Ardmore, AL, USA",866MX57C+5X,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,TRUE,,,FALSE
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,A-1 Fast Lube,list(),ChIJZUBTy5k4YogRPZ8I6TIrxf0,4.8,ChIJZUBTy5k4YogRPZ8I6TIrxf0,GOOGLE,"car_repair, point_of_interest, establishment",50,"14070 U.S. 231, Hazel Green",34.9273,-86.5713,34.9286,-86.5703,34.9259,-86.573,"WCGH+WF Hazel Green, AL, USA",866MWCGH+WF,7d8f5fc9-1582-4e38-824d-d64be922a344,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?fields=place_id,name,price_level,photos,formatted_address,opening_hours,rating,types,geometry,permanently_closed&location=34.96065,-86.69641&radius=13939&type=car_repair&key=AIzaSyCiykHQ2gbUOarjnuIQGmg1Qjy4PD3cvKU",car_repair,3,2023-01-30 22:53:21,34.9607,-86.6964,13939,../tmp/scraped_data/gplace_results-geom_1-car_repair-0003.json,FALSE,,,FALSE
